OrgCode,OrgName,Procedure,Measure,Modelled_Records_2011,Modelled_Records_2012,Modelled_Records_2013,Modelled_Records_2014,Modelled_Records_2015,Modelled_Records_2016,Modelled_Records_2017,Modelled_Records_2018,Modelled_Records_2019,Adjusted_Health_Gain_2011,Adjusted_Health_Gain_2012,Adjusted_Health_Gain_2013,Adjusted_Health_Gain_2014,Adjusted_Health_Gain_2015,Adjusted_Health_Gain_2016,Adjusted_Health_Gain_2017,Adjusted_Health_Gain_2018,Adjusted_Health_Gain_2019,Outlier_2011,Outlier_2012,Outlier_2013,Outlier_2014,Outlier_2015,Outlier_2016,Outlier_2017,Outlier_2018,Outlier_2019
NT427,BMI - THE PARK HOSPITAL,Total Knee Replacement,EQ VAS,19,48,41,36,84,85,69,63,46,-,6.468,8.854,7.61,7.634,10.674,7.882,6.007,6.775,Insufficient records,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier
NT427,BMI - THE PARK HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,40,33,38,48,61,43,28,19,-,0.45,0.544,0.421,0.472,0.437,0.412,-,-,No procedures,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Insufficient records
NT427,BMI - THE PARK HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,51,41,38,89,93,70,63,47,-,0.345,0.355,0.353,0.333,0.357,0.37,0.314,0.387,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT427,BMI - THE PARK HOSPITAL,Total Hip Replacement,EQ-5D Index,14,40,33,38,48,61,43,28,19,-,0.44,0.533,0.402,0.454,0.424,0.395,-,-,Insufficient records,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Insufficient records
NT427,BMI - THE PARK HOSPITAL,Total Knee Replacement,EQ-5D Index,19,52,42,38,91,95,71,63,47,-,0.327,0.347,0.342,0.329,0.353,0.367,0.309,0.388,Insufficient records,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT427,BMI - THE PARK HOSPITAL,Hip Replacement Primary,Oxford Hip Score,0,43,33,40,48,64,44,31,23,-,22.437,24.328,21.107,22.538,22.051,20.235,22.108,-,No procedures,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier,Insufficient records
NT427,BMI - THE PARK HOSPITAL,Total Hip Replacement,Oxford Hip Score,16,43,33,40,48,64,44,31,23,-,22.524,24.135,20.385,22.13,21.736,19.668,20.97,-,Insufficient records,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier,Insufficient records
NT427,BMI - THE PARK HOSPITAL,Knee Replacement Primary,Oxford Knee Score,0,56,48,44,96,98,75,72,53,-,16.936,17.493,18.958,17.798,17.587,18.166,17.57,18.265,No procedures,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT427,BMI - THE PARK HOSPITAL,Total Knee Replacement,Oxford Knee Score,20,57,49,44,98,100,76,72,53,-,16.467,17.27,18.794,17.327,17.426,18.012,17.505,18.283,Insufficient records,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,Hip Replacement Primary,EQ VAS,0,*,6,10,5,9,9,3,2,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,Knee Replacement Primary,EQ VAS,0,9,12,14,8,9,11,7,3,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,Total Hip Replacement,EQ VAS,8,*,6,10,5,9,9,3,2,-,-,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,Total Knee Replacement,EQ VAS,*,9,13,14,9,9,11,7,3,-,-,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,*,8,11,6,8,11,4,2,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,10,14,18,8,12,11,8,3,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,Total Hip Replacement,EQ-5D Index,9,*,8,11,6,8,11,4,2,-,-,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,Total Knee Replacement,EQ-5D Index,*,10,15,18,9,12,11,8,3,-,-,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,Hip Replacement Primary,Oxford Hip Score,0,*,8,12,6,9,11,3,2,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,Total Hip Replacement,Oxford Hip Score,9,*,8,12,6,9,11,3,2,-,-,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,Knee Replacement Primary,Oxford Knee Score,0,10,15,19,10,15,13,9,5,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,Total Knee Replacement,Oxford Knee Score,*,10,16,19,11,15,13,9,5,-,-,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT429,BMI - THE PRIORY HOSPITAL,Hip Replacement Primary,EQ VAS,0,0,0,*,26,20,22,17,12,-,-,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT429,BMI - THE PRIORY HOSPITAL,Knee Replacement Primary,EQ VAS,0,0,0,6,20,10,14,23,20,-,-,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT429,BMI - THE PRIORY HOSPITAL,Knee Replacement Revision,EQ VAS,0,0,0,0,0,-,NULL,NULL,*,-,-,-,-,-,-,NULL,NULL,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT429,BMI - THE PRIORY HOSPITAL,Total Hip Replacement,EQ VAS,0,0,0,*,26,20,22,17,12,-,-,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT429,BMI - THE PRIORY HOSPITAL,Total Knee Replacement,EQ VAS,0,0,0,6,20,10,14,23,20,-,-,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT429,BMI - THE PRIORY HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,0,0,6,25,22,23,18,18,-,-,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT429,BMI - THE PRIORY HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,0,0,7,24,10,15,26,24,-,-,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT429,BMI - THE PRIORY HOSPITAL,Knee Replacement Revision,EQ-5D Index,0,0,0,0,0,-,NULL,NULL,*,-,-,-,-,-,-,NULL,NULL,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT429,BMI - THE PRIORY HOSPITAL,Total Hip Replacement,EQ-5D Index,0,0,0,6,25,22,24,18,18,-,-,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT429,BMI - THE PRIORY HOSPITAL,Total Knee Replacement,EQ-5D Index,0,0,0,7,24,10,15,26,24,-,-,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT429,BMI - THE PRIORY HOSPITAL,Hip Replacement Primary,Oxford Hip Score,0,0,0,6,29,24,24,22,19,-,-,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT429,BMI - THE PRIORY HOSPITAL,Total Hip Replacement,Oxford Hip Score,0,0,0,6,29,24,25,22,19,-,-,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT429,BMI - THE PRIORY HOSPITAL,Knee Replacement Primary,Oxford Knee Score,0,0,0,7,26,10,17,26,23,-,-,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT429,BMI - THE PRIORY HOSPITAL,Knee Replacement Revision,Oxford Knee Score,0,0,0,0,0,-,NULL,NULL,*,-,-,-,-,-,-,NULL,NULL,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT429,BMI - THE PRIORY HOSPITAL,Total Knee Replacement,Oxford Knee Score,0,0,0,7,26,10,17,26,23,-,-,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT430,BMI - THE RIDGEWAY HOSPITAL,Hip Replacement Primary,EQ VAS,0,30,83,84,81,82,61,76,36,-,14.791,12.999,12.171,14.51,11.52,17.975,14.473,16.645,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT430,BMI - THE RIDGEWAY HOSPITAL,Knee Replacement Primary,EQ VAS,0,42,40,42,81,73,65,69,43,-,2.889,11.043,7.807,6.831,8.172,6.369,7.222,6.931,No procedures,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT430,BMI - THE RIDGEWAY HOSPITAL,Knee Replacement Revision,EQ VAS,0,*,*,*,*,*,6,*,1,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT430,BMI - THE RIDGEWAY HOSPITAL,Total Hip Replacement,EQ VAS,26,31,84,84,81,82,61,76,36,-,13.391,12.645,11.927,14.021,10.737,17.771,13.913,16.047,Insufficient records,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT430,BMI - THE RIDGEWAY HOSPITAL,Total Knee Replacement,EQ VAS,21,42,40,42,81,73,71,69,44,-,3.003,11.185,7.07,7.036,7.941,6.949,7.317,6.229,Insufficient records,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT430,BMI - THE RIDGEWAY HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,32,86,85,81,79,61,83,39,-,0.447,0.428,0.432,0.439,0.433,0.508,0.452,0.396,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%)
NT430,BMI - THE RIDGEWAY HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,42,49,42,84,76,64,71,46,-,0.324,0.365,0.355,0.267,0.325,0.327,0.38,0.315,No procedures,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT430,BMI - THE RIDGEWAY HOSPITAL,Knee Replacement Revision,EQ-5D Index,0,*,*,*,*,*,7,*,1,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT430,BMI - THE RIDGEWAY HOSPITAL,Total Hip Replacement,EQ-5D Index,24,33,87,85,81,79,61,83,39,-,0.435,0.422,0.423,0.429,0.422,0.503,0.441,0.387,Insufficient records,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%)
NT430,BMI - THE RIDGEWAY HOSPITAL,Total Knee Replacement,EQ-5D Index,21,42,49,42,84,76,71,71,47,-,0.301,0.366,0.362,0.274,0.337,0.333,0.377,0.319,Insufficient records,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT430,BMI - THE RIDGEWAY HOSPITAL,Hip Replacement Primary,Oxford Hip Score,0,39,92,92,87,90,67,92,43,-,22.027,22.593,22.574,21.928,21.67,23.128,21.861,21.161,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT430,BMI - THE RIDGEWAY HOSPITAL,Total Hip Replacement,Oxford Hip Score,30,40,93,92,87,90,67,92,43,21.468,21.825,22.681,22.859,21.849,21.972,23.575,22.036,21.132,Not an outlier,Not an outlier,Positive outlier (95%),Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT430,BMI - THE RIDGEWAY HOSPITAL,Knee Replacement Primary,Oxford Knee Score,0,46,53,44,90,84,65,75,48,-,15.695,18.416,17.172,15.249,15.883,16.304,18.061,16.551,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT430,BMI - THE RIDGEWAY HOSPITAL,Knee Replacement Revision,Oxford Knee Score,0,*,*,*,*,*,7,*,1,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT430,BMI - THE RIDGEWAY HOSPITAL,Total Knee Replacement,Oxford Knee Score,24,46,53,44,90,84,72,75,49,-,14.959,18.409,16.799,15.395,15.799,16.46,18.104,16.388,Insufficient records,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT431,BMI - THE RUNNYMEDE HOSPITAL,Hip Replacement Primary,EQ VAS,0,*,10,15,16,26,22,12,5,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT431,BMI - THE RUNNYMEDE HOSPITAL,Knee Replacement Primary,EQ VAS,0,*,17,27,24,31,23,9,3,-,-,-,-,-,6.566,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Insufficient records
NT431,BMI - THE RUNNYMEDE HOSPITAL,Total Hip Replacement,EQ VAS,9,*,11,17,17,27,22,14,5,-,-,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT431,BMI - THE RUNNYMEDE HOSPITAL,Total Knee Replacement,EQ VAS,10,*,19,28,24,33,24,9,3,-,-,-,-,-,6.574,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Insufficient records
NT431,BMI - THE RUNNYMEDE HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,*,13,17,17,25,21,11,5,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT431,BMI - THE RUNNYMEDE HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,7,18,32,22,32,25,9,4,-,-,-,0.277,-,0.285,-,-,-,No procedures,Insufficient records,Insufficient records,Not an outlier,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Insufficient records
NT431,BMI - THE RUNNYMEDE HOSPITAL,Total Hip Replacement,EQ-5D Index,9,*,14,19,18,26,21,14,5,-,-,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT431,BMI - THE RUNNYMEDE HOSPITAL,Total Knee Replacement,EQ-5D Index,9,7,20,33,22,34,26,9,4,-,-,-,0.26,-,0.292,-,-,-,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Insufficient records
NT431,BMI - THE RUNNYMEDE HOSPITAL,Hip Replacement Primary,Oxford Hip Score,0,*,13,18,18,26,24,14,5,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT431,BMI - THE RUNNYMEDE HOSPITAL,Total Hip Replacement,Oxford Hip Score,9,*,14,21,19,27,24,17,5,-,-,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT431,BMI - THE RUNNYMEDE HOSPITAL,Knee Replacement Primary,Oxford Knee Score,0,6,18,32,26,37,27,9,4,-,-,-,14.415,-,15.607,-,-,-,No procedures,Insufficient records,Insufficient records,Not an outlier,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Insufficient records
NT431,BMI - THE RUNNYMEDE HOSPITAL,Total Knee Replacement,Oxford Knee Score,11,6,19,33,26,39,28,9,4,-,-,-,13.856,-,15.276,-,-,-,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Insufficient records
NT432,BMI - THE SANDRINGHAM HOSPITAL,Hip Replacement Primary,EQ VAS,0,113,98,123,101,65,83,82,55,-,12.851,10.748,14.237,13.088,14.173,14.345,11.99,15.846,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT432,BMI - THE SANDRINGHAM HOSPITAL,Knee Replacement Primary,EQ VAS,0,78,79,96,82,51,113,75,28,-,8.655,5.704,5.19,10.3,9.821,9.493,8.724,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Insufficient records
NT432,BMI - THE SANDRINGHAM HOSPITAL,Total Hip Replacement,EQ VAS,51,113,98,123,101,65,83,82,55,10.861,12.509,10.467,13.871,12.842,14.18,14.35,11.682,15.614,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT432,BMI - THE SANDRINGHAM HOSPITAL,Total Knee Replacement,EQ VAS,39,79,79,96,83,51,114,75,28,1.717,7.812,5.154,4.676,9.986,9.498,9.532,8.414,-,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Insufficient records
NT432,BMI - THE SANDRINGHAM HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,112,99,125,105,76,87,86,58,-,0.482,0.476,0.462,0.452,0.416,0.454,0.412,0.471,No procedures,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier
NT432,BMI - THE SANDRINGHAM HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,83,80,99,82,49,113,84,28,-,0.351,0.322,0.32,0.335,0.374,0.342,0.353,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records
NT432,BMI - THE SANDRINGHAM HOSPITAL,Total Hip Replacement,EQ-5D Index,53,112,99,125,105,76,87,86,58,0.406,0.472,0.466,0.452,0.442,0.411,0.449,0.404,0.46,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier
NT432,BMI - THE SANDRINGHAM HOSPITAL,Total Knee Replacement,EQ-5D Index,42,84,80,99,83,49,114,84,28,0.29,0.343,0.314,0.315,0.336,0.374,0.34,0.346,-,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records
NT432,BMI - THE SANDRINGHAM HOSPITAL,Hip Replacement Primary,Oxford Hip Score,0,126,107,133,115,83,97,95,65,-,22.279,22.612,22.131,22.384,21.357,23.288,21.125,23.09,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier
NT432,BMI - THE SANDRINGHAM HOSPITAL,Total Hip Replacement,Oxford Hip Score,58,126,107,133,115,83,97,95,65,21.659,22.329,22.534,21.943,22.229,21.206,23.117,21.128,23.051,Not an outlier,Positive outlier (95%),Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT432,BMI - THE SANDRINGHAM HOSPITAL,Knee Replacement Primary,Oxford Knee Score,0,89,89,108,90,57,122,90,31,-,17.964,15.454,15.366,16.622,16.352,17.095,16.631,15.884,No procedures,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT432,BMI - THE SANDRINGHAM HOSPITAL,Total Knee Replacement,Oxford Knee Score,44,90,89,108,91,57,123,90,31,14.975,17.856,15.371,15.22,16.697,16.324,17.039,16.545,15.813,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT433,BMI - SARUM ROAD HOSPITAL,Hip Replacement Primary,EQ VAS,0,9,18,42,53,36,10,14,26,-,-,-,6.631,14.628,17.371,-,-,-,No procedures,Insufficient records,Insufficient records,Negative outlier (95%),Not an outlier,Not an outlier,Insufficient records,Insufficient records,Insufficient records
NT433,BMI - SARUM ROAD HOSPITAL,Knee Replacement Primary,EQ VAS,0,*,14,26,29,30,20,16,29,-,-,-,-,-,1.138,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Negative outlier (95%),Insufficient records,Insufficient records,Insufficient records
NT433,BMI - SARUM ROAD HOSPITAL,Total Hip Replacement,EQ VAS,17,9,18,42,53,36,10,14,26,-,-,-,6.038,13.67,16.512,-,-,-,Insufficient records,Insufficient records,Insufficient records,Negative outlier (95%),Not an outlier,Not an outlier,Insufficient records,Insufficient records,Insufficient records
NT433,BMI - SARUM ROAD HOSPITAL,Total Knee Replacement,EQ VAS,*,*,14,26,29,30,20,16,29,-,-,-,-,-,0.501,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Negative outlier (95%),Insufficient records,Insufficient records,Insufficient records
NT433,BMI - SARUM ROAD HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,10,21,48,52,35,10,13,26,-,-,-,0.372,0.451,0.44,-,-,-,No procedures,Insufficient records,Insufficient records,Negative outlier (95%),Not an outlier,Not an outlier,Insufficient records,Insufficient records,Insufficient records
NT433,BMI - SARUM ROAD HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,*,16,28,30,30,23,15,31,-,-,-,-,0.264,0.319,-,-,0.339,No procedures,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Not an outlier,Insufficient records,Insufficient records,Not an outlier
NT433,BMI - SARUM ROAD HOSPITAL,Total Hip Replacement,EQ-5D Index,19,10,21,48,52,35,10,13,26,-,-,-,0.357,0.438,0.425,-,-,-,Insufficient records,Insufficient records,Insufficient records,Negative outlier (95%),Not an outlier,Not an outlier,Insufficient records,Insufficient records,Insufficient records
NT433,BMI - SARUM ROAD HOSPITAL,Total Knee Replacement,EQ-5D Index,*,*,16,28,30,30,23,15,31,-,-,-,-,0.251,0.315,-,-,0.331,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Not an outlier,Insufficient records,Insufficient records,Not an outlier
NT433,BMI - SARUM ROAD HOSPITAL,Hip Replacement Primary,Oxford Hip Score,0,10,20,46,61,36,11,15,28,-,-,-,19.399,22.625,22.754,-,-,-,No procedures,Insufficient records,Insufficient records,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Insufficient records,Insufficient records
NT433,BMI - SARUM ROAD HOSPITAL,Total Hip Replacement,Oxford Hip Score,21,10,20,46,61,36,11,15,28,-,-,-,18.441,21.933,22.28,-,-,-,Insufficient records,Insufficient records,Insufficient records,Negative outlier (95%),Not an outlier,Not an outlier,Insufficient records,Insufficient records,Insufficient records
NT433,BMI - SARUM ROAD HOSPITAL,Knee Replacement Primary,Oxford Knee Score,0,*,16,30,29,34,23,19,34,-,-,-,15.798,-,17.32,-,-,16.687,No procedures,Insufficient records,Insufficient records,Not an outlier,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Not an outlier
NT433,BMI - SARUM ROAD HOSPITAL,Total Knee Replacement,Oxford Knee Score,*,*,16,30,29,34,23,19,34,-,-,-,15.534,-,17.318,-,-,16.355,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Not an outlier
NT434,BMI - THE SAXON CLINIC,Hip Replacement Primary,EQ VAS,0,23,35,37,29,24,50,56,35,-,-,9.685,8.114,-,-,13.034,15.402,13.244,No procedures,Insufficient records,Not an outlier,Not an outlier,Insufficient records,Insufficient records,Not an outlier,Not an outlier,Not an outlier
NT434,BMI - THE SAXON CLINIC,Knee Replacement Primary,EQ VAS,0,49,52,35,22,22,48,79,39,-,9.072,7.649,3.756,-,-,10.213,8.539,10.456,No procedures,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Insufficient records,Not an outlier,Not an outlier,Not an outlier
NT434,BMI - THE SAXON CLINIC,Total Hip Replacement,EQ VAS,26,23,37,37,29,24,50,56,35,-,-,9.664,7.384,-,-,12.26,14.956,11.975,Insufficient records,Insufficient records,Not an outlier,Not an outlier,Insufficient records,Insufficient records,Not an outlier,Not an outlier,Not an outlier
NT434,BMI - THE SAXON CLINIC,Total Knee Replacement,EQ VAS,11,49,54,35,22,22,48,79,39,-,7.973,7.32,3.353,-,-,9.67,7.849,9.883,Insufficient records,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Insufficient records,Not an outlier,Not an outlier,Not an outlier
